episode,username,comment,quoted_user,quoted_text,join_date,post_num
Ep6,samsince04,"That ep had me so hyped man. Hearing match noises is just so surreal. Isagi's parents are so worried lol. Anime-onlies are going to lose their minds when they see Chigiri's fellow species. 

As usual, I can't really tell what bad animation is unless it's glaringly obvious like in most of the practice matches we had in previous eps. I thought it was good, the ball actually moved and less still frames I think? But the CGI that just pops up for like a second is kinda off-putting. 

The match starts with Bachira cooking his man and delivering a ball to Isagi but Aiku reads it and it's a throw-in for Blue Lock. I'm not sure why Isagi was so shocked tho. Didn't seem like that much of an impressive play to me. Additional time was great as usual.  




",,"𝒮𝑜𝓂𝑒𝓉𝒾𝓂𝑒𝓈, 𝓎𝑜𝓊 𝒸𝒶𝓃'𝓉 𝓂𝑜𝓋𝑒 𝒻𝑜𝓇𝓌𝒶𝓇𝒹 𝓌𝒾𝓉𝒽𝑜𝓊𝓉 𝒸𝓁𝑜𝓈𝒾𝓃𝑔 𝓉𝒽𝑒 𝒹𝑜𝑜𝓇 𝒷𝑒𝒽𝒾𝓃𝒹 𝓎𝑜𝓊. - 𝑅𝑒𝒾 𝒦𝒾𝓇𝒾𝓎𝒶𝓂𝒶",Sep-20,4143.0
Ep3,AxTx_Me,"That episode was a total letdown, not even close to what I was expecting.",,,Sep-23,119.0
Ep14,Volts71,"That goal was the greatest thing I've ever seen in an anime , everything aside Isagi's goal redeemed the entire season and we're all in for next one , The Neo Egoist League !! Also Kuigami's reveal in the end gave me goosebumps 

THE PEAK LOCK IS REAL 🔥⚽",,,Sep-20,217.0
Ep7,Softhenic03,"That man(not guy) is literally a part of the national team of japan and their u-20 captain as well, so why in the world is Isagi acting so surprised over the fact that he can “actually” play good football?? And tbh, it ain’t just Oliver Aiku, there are more people in this u-20 team who don't look their age, at all lol. Still irrelevant stuff aside, this is that part of this series which is nonstop football, so yeah after so many episodes of characters barely moving, we now finally made it to the level where characters are MOVING. 

But man, all the movements look soooo fucking awkward. What was that goal from Sae anyway lol. Just adding a colourful beam over the entire trajectory of the ball won't make up for this limited as hell animation. Seriously, there’s just nothing more to add over what has already been said. At least the excitement of the crowd is still there if nothing. Sheesh, Nagi’s goal was so freaky, but yeah, the usual stuff happened. ",,,May-20,12248.0
Ep14,ForeverTraitor,"That switch to wide screen sakuga was fucking electric.

Even outside of that sequence, it's been a rare case of an anime's animation quality improving as the season goes on and it leaves me hopeful for Blue Lock's future.
",,,Jan-19,878.0
Ep12,AJ_JOD,"Thats the second ep that is 10/10 for me ...

Aiku's little backstory , Itoshi Sae told to Isagi that You're the heart of Blue lock [this moment], and finally Barou's goal by Devouring Both Isagi and Rin , its a magnificent episode ....🔥🔥
",,,Apr-24,65.0
Ep12,_MushiRock11_,"That’s what you get by introducing an anomaly to an equilibrium system every now and then, good thing it worked out for Blue Lock here.

Rin’s looking to find his groove and Isagi seems to have unlocked something too. On the other hand, Captain’s looking sharp. Well poised for the finale, here’s to hoping we can get the production value that really complements it to finish it off on a high…

Additional time was spot-on, lmao. Baro Baro Kun is guaranteed for world peace! #Anime4Life be my Life Motto! #PrayForKyoAni

 Boku no Anime List   Boku no Manga List   Boku no Profile Page ",,,Jun-17,8093.0
Ep10,KANLen09,"The 2nd half starts with the Subs, starting with Shidou going into the field and thereby putting everyone into a spin, he's the Devil Boy who plays to his own strengths, and the U-20s complementing him for it to score goals. Niko getting the yellow card is pretty much necessitated to stop Shidou in his tracks, though it was an out-of-line strategy on his end that triggered him to do better. With the free kick, Shidou earned it, but passes his chance to Sae to make his ultimate move, and the Dragon Drive equalizes the game.

The reflex between Sae and Shidou being the perfect play, it's clear that the latter didn't work out in Blue Lock's system, and to make matters worse, both Niko and Chigiri having injuries breaks their flow forces Ego to change their plans and make do with subs. out foes the two, and in comes Reo and Hiori, especially for the former finally embracing his bromance with Nagi on the same stage. And just like Shidou, Hiori complementing Nagi, but missing the assist to Isagi because of Oliver, their plan almost worked...almost without their trump card Reo coming in to stop him with his Chameleon play.

Reo and Hiori's strategy better work to give Blue Lock the oomph they need.",,,Jul-17,16503.0
Ep2,KANLen09,"The 3 teams divided down to the Top 2 and 3 reserve players each for the tryouts, and more than Isagi being pumped for more soccer action, others like Nijiro Nasase and Yo Itori are all the same but being the kindest players, he's ever seen. But make no mistake, this is still a barrage of team matches in a field of just purely bad animation akin to PPT slideshows, that still shows off who the players really are and recognize their threats, the Top 6 shows their prowess even more.

In Isagi's match, the ones to look out for is the opposing team's No. 3 Karasu ""Assassin"" Tabito as well as No. 4 Eita ""Ninja"" Otoya, because they work like a well-oiled machine. Aside from Rin and Shidou serving their own strengths as well, Isagi is slowly being left in the dust, as well as the others to stand out amongst the pack of 4 of the Top 6, which Chigiri claims first blood fulfilling the theme of ""assertion and coexistence"".

As things are, both Rin and Shidou certainly may not work together, but that's where Isagi with his spatial awareness can come in to fill the gap.
But how will he be able to gel his entire team together?",,,Jul-17,16503.0
Ep3,damoInstinct,The 4th technique at the additional time had me died laughing 🤣,,,Dec-22,535.0
Ep11,Apratim,"The Animation, Soundtrack, Impact in Shidou's 2nd Goal was S tier 🔥🔥🔥, They are cooking hard for important scenes",,,May-21,3082.0
Ep2,ShadowkillZ,"The Assassin (Karasu) and the Ninja(Otoya)? HAHAHAH What a joke, they sure are formidable opponents, don't get me wrong, but those are the know, KNOWS who the main star is this episode.

This is the first time Hiori and Nasase met and talked with Isagi; these two are legendary for their future role, but Hiori more specifically. Man, he's going to be a cool character to see develop over time in the anime, though, too bad he won't make that much of a role in S2. Hiori's accent sound very different from the other guys, I wonder between him and Nagi, who's the better gamer. My bet is on Hiori, Nagi is more of a mobile gamer.",,,Mar-16,4004.0
Ep5,Jony_,"The Blue Lock XI to face the U-20 Japan.

I didn't see it coming, but it's perfect for Ryusei to go with Sae.",,,Jul-13,572.0
Ep3,SolizeMusic,The CGI is really being used in full force here,,,Sep-17,12.0
Ep4,ladderboi123,The Itoshi Sae scene was good and overall good improvement id say,,,Dec-23,64.0
Ep4,thebrentinator24,"The Tetris part was probably the best animated moment of the episode lol.

Damn we really only got to see like half of that match until it just jumped to the game being over with a score of 5-3. Well, with what we did get to see, I liked Yukimiya and what he was able to do. There was too much rehashing of Reo's backstory and his Nagi obsession for my liking, but I guess that's par for the course when he was essentially the Isagi of this match and we're seeing it all from his POV. People on MAL refuse to actually enjoy watching anime.

Your taste in anime isn't a personality trait.

Take me back to the days before MAL became infested with Twitter's favorite buzzwords.


",,,Jun-14,7753.0
Ep4,ItzBeeM,The animation and overall look of the episode get better again. This makes me think there is still hope for the main match.,,,Nov-22,38.0
Ep4,ZorosPath,"The animation couldn't be any worse 
",,,Jan-22,1.0
Ep3,Narizor,"The animation during the ball-handling scenes leaves a lot to be desired. I hope they’re saving the budget for when they face the U-20 team. However, Isagi’s introspective scenes or the moments when he shines are pretty good (even if they’re just colored manga panels).

In the end, Isagi was able to prove he’s not mediocre. Even though he doesn’t really know how he scored, he did it by instinct, so he should be able to tap into that state again later. I have to admit, though, Nanase and Hiori deserve some credit for choosing to cooperate with Isagi instead of just trying to stand out individually.






",,,Jul-22,1357.0
Ep4,Xiao,"The animation ever-so-slightly improved compared to the previous two episodes. The Isagi-Hiori-Nanase trio is so wholesome, I hope to see more of them together.

Happy to see Reo getting some character development and obtaining his own weapon...copying skills are always my favorite *cough*Kise*cough*

Reo scoring a goal was probably my favorite moment in the entire third selection, but it somehow didn't feel nearly as hype watching it in the anime compared to reading it in the manga....but eh, I'm still enjoying the anime a decent amount. The visuals are still top-notch.

The additional time is something I always look forward to seeing, the random conversations various BL characters have are always fun to see. Rin is always getting made fun of by the other characters lol.

✫anime list✫manga list",,"""As promised, all that you seek, all that we desire, is prepared up there. On top of the Tower.""",Apr-15,1590.0
Ep14,Paradhye,The animation in the middle part of this ep should hv been done for the entire season,,,Dec-22,1.0
Ep5,NillyPC,The animation is improving bit by bit. We're close to the U-20 stage and excitement is high.,,,Apr-24,425.0
Ep1,Koduh,"The animation is not bad, chill out",,,May-21,29.0
Ep2,Sun_Chan,"The animation is not doing the anime any favours. What the hell happened to the budget of this anime? 
﻿
﻿I'm honestly disappointed since this is one of the most exciting arcs in the manga so it sucks that the anime is getting this treatment. ",,,Aug-19,3729.0
Ep8,Khalifla,"The animation is shit but it's really fun to watch as i'm not a manga reader, shame this season got this treatement",,,Aug-13,305.0
Ep2,Killer_Mech07,The animation is so good,,,Jul-23,1.0
Ep8,eugene_sparta,The animation is terrible. It's just a bunch of pictures moving. The capcut effects and trash C.G.I make it even worse. Production I.G should take over this project and give it justice like they did to kuroko's basketball and Haiykuu. I would recommend you read the manga instead. This anime is not worth it.,,,Jun-24,2.0
Ep14,Firsttwo,The animation is very good. 10/10,,,Dec-24,1.0
Ep8,anarion322,"The animation of this season is pretty much non existent. Feels like 5 fps or less. Most of the scenes are just frozen frames with dialogues, and when there's an animation most of the time is just one element on the scene, like the ball or lips moving.

It moves forward with dialogue mostly, you don't see the plays, just see the faces of the characters telling you ""he slip from behind· or something.

There's also a very few scenes in which they move like 3D animated and feels weird, they also don't do much in those, move a few steps and such.

The source material is good, so it's still ok, but as an anime does not feel very animated.",,,Oct-22,8.0
Ep14,sc0tt191,The animation team cooked in the last 2 episodes. The goal animations could've been better. Cant wait for season 3,,,Mar-23,1.0
Ep2,ladderboi123,"The animation was ass in this episode and it was just a powerpoint with motion blur. I could make the same episode if i was given the assets and 2024 version of powerpoint. Maybe they are saving the budget for U20 match, ig. If its that fine",,,Dec-23,64.0
Ep6,Nisanto,The animation will not improve and u20 arc will be ruined . Who asked for the nagi movie? The movie is mid and season 2 also suffers because of that. ,,,Feb-22,8.0
Ep10,Glorfindel_B,"The animations are really bad in some places, they talk more than playing football, the viewing pleasure decreases a lot.",,,Apr-24,94.0
Ep4,Amadeiro,"The animators who worked on BL said that Season 2 would be crap. The production committee was focused on making as much money as possible with minimal expenses. It turned out that the animators were not being paid as they should, and the deadline to complete the work was too short for the relatively small 8bit Studio. But the funny thing is that they decided to remove the animated snippets and replace them with PNG images in order to meet the deadline. So, get high.AmadeiroOct 27, 2024 6:53 PM",,,Nov-16,418.0
